DrugBank ID,Name,CAS Number,PubChem Compound ID,PubChem_CID,CAS_Rn0,CAS_Rn1,CAS_Rn2,CAS_Rn3,CAS_Rn4,CAS_Rn5,CAS_Rn6,CAS_Rn7,CAS_Rn8,CAS_Rn9,CAS_Rn10
DB00006,Bivalirudin,128270-60-0,16129704.0,16129704,128270-60-0,,,,,,,,,,
DB00007,Leuprolide,53714-56-0,,657181,53714-56-0,,,,,,,,,,
DB00014,Goserelin,65807-02-5,5311128.0,5311128,65807-02-5,145781-92-6,,,,,,,,,
DB00027,Gramicidin D,1405-97-6,45267103.0,45267103,1393-88-0,1405-97-6,,,,,,,,,
DB00035,Desmopressin,16679-58-6,,5311065,16679-58-6,,,,,,,,,,
DB00050,Cetrorelix,120287-85-6,25074887.0,25074887,120287-85-6,,,,,,,,,,
DB00067,Vasopressin,11000-17-2,,11979316,11000-17-2,,,,,,,,,,
DB00080,Daptomycin,103060-53-3,16134395.0,21585658,103060-53-3,,,,,,,,,,
DB00091,Cyclosporine,59865-13-3,5284373.0,5284373,59865-13-3,,,,,,,,,,
DB00104,Octreotide,83150-76-9,448601.0,448601,79517-01-4,83150-76-9,,,,,,,,,
DB00106,Abarelix,183552-38-7,16131215.0,16131215,183552-38-7,,,,,,,,,,
DB00114,Pyridoxal phosphate,54-47-7,1051.0,1051,54-47-7,,,,,,,,,,
DB00115,Cyanocobalamin,68-19-9,70678590.0,5311498,68-19-9,,,,,,,,,,
DB00118,Ademetionine,29908-03-0,34755.0,34755,29908-03-0,17176-17-9,78548-84-2,91279-78-6,485-80-3,52248-03-0,,,,,
DB00119,Pyruvic acid,127-17-3,1060.0,1060,127-17-3,,,,,,,,,,
DB00120,Phenylalanine,63-91-2,6140.0,6140,63-91-2,,,,,,,,,,
DB00121,Biotin,58-85-5,171548.0,171548,58-85-5,56846-45-8,,,,,,,,,
DB00122,Choline,62-49-7,305.0,305,62-49-7,5413-08-1,,,,,,,,,
DB00123,L-Lysine,56-87-1,5962.0,5962,56-87-1,12798-06-0,20166-34-1,26714-32-9,,,,,,,
DB00126,Ascorbic acid,50-81-7,54670067.0,54670067,50-81-7,299-36-5,24808-52-4,53262-66-1,78849-24-8,111645-48-8,,,,,
DB00128,Aspartic acid,56-84-8,5960.0,5960,56-84-8,25608-40-6,27881-03-4,39162-75-9,617-45-8,6899-03-2,,,,,
DB00129,Ornithine,70-26-8,6262.0,6262,70-26-8,25104-12-5,3184-13-2,,,,,,,,
DB00130,L-Glutamine,56-85-9,5961.0,5961,56-85-9,26700-71-0,184161-19-1,6899-04-3,,,,,,,
DB00131,Adenosine phosphate,61-19-8,6083.0,6083,61-19-8,13270-66-1,24937-83-5,34051-12-2,55036-25-4,,,,,,
DB00132,alpha-Linolenic acid,463-40-1,5280934.0,5280934,463-40-1,1955-33-5,68424-45-3,,,,,,,,
DB00134,Methionine,63-68-3,6137.0,6137,63-68-3,26062-47-5,58576-49-1,,,,,,,,
DB00135,Tyrosine,60-18-4,6057.0,6057,60-18-4,25619-78-7,,,,,,,,,
DB00136,Calcitriol,32222-06-3,5280453.0,5280453,32222-06-3,32511-63-0,66772-14-3,,,,,,,,
DB00137,Lutein,127-40-2,5281243.0,5281243,127-40-2,,,,,,,,,,
DB00138,Cystine,56-89-3,67678.0,67678,56-89-3,,,,,,,,,,
DB00139,Succinic acid,110-15-6,1110.0,1110,110-15-6,,,,,,,,,,
DB00140,Riboflavin,83-88-5,493570.0,493570,83-88-5,,,,,,,,,,
DB00141,N-Acetylglucosamine,7512-17-6,1738118.0,1738118,7512-17-6,134451-94-8,,,,,,,,,
DB00142,Glutamic acid,56-86-0,33032.0,33032,56-86-0,6106-04-3,25513-46-6,,,,,,,,
DB00143,Glutathione,70-18-8,124886.0,124886,70-18-8,,,,,,,,,,
DB00145,Glycine,56-40-6,750.0,750,56-40-6,25718-94-9,18875-39-3,,,,,,,,
DB00146,Calcifediol,19356-17-3,5283731.0,5283731,19356-17-3,36149-00-5,63283-36-3,64719-49-9,78782-98-6,,,,,,
DB00148,Creatine,57-00-1,586.0,586,57-00-1,,,,,,,,,,
DB00150,Tryptophan,73-22-3,6305.0,6305,73-22-3,,,,,,,,,,
DB00151,Cysteine,52-90-4,5862.0,5862,52-90-4,62488-11-3,,,,,,,,,
DB00152,Thiamine,70-16-6,1130.0,1130,70-16-6,59-43-8,,,,,,,,,
DB00153,Ergocalciferol,50-14-6,5280793.0,5280793,50-14-6,,,,,,,,,,
DB00156,Threonine,72-19-5,6288.0,6288,72-19-5,80-68-2,7013-32-3,,,,,,,,
DB00157,NADH,58-68-4,439153.0,439153,58-68-4,,,,,,,,,,
DB00158,Folic acid,59-30-3,6037.0,135398658,59-30-3,8064-47-9,32108-06-8,,,,,,,,
DB00159,Icosapent,10417-94-4,446284.0,446284,10417-94-4,,,,,,,,,,
DB00161,Valine,72-18-4,6287.0,6287,72-18-4,,,,,,,,,,
DB00162,Vitamin A,68-26-8,445354.0,445354,11103-57-4,68-26-8,,,,,,,,,
DB00163,Vitamin E,59-02-9,14985.0,14985,59-02-9,2074-53-5,1406-18-4,10191-41-0,,,,,,,
DB00165,Pyridoxine,65-23-6,1054.0,1054,65-23-6,12001-77-3,8059-24-3,,,,,,,,
DB00166,Lipoic acid,1200-22-2,6112.0,6112,1200-22-2,62-46-4,,,,,,,,,
DB00169,Cholecalciferol,67-97-0,5280795.0,5280795,67-97-0,1406-16-2,,,,,,,,,
DB00170,Menadione,58-27-5,4055.0,4055,58-27-5,34524-96-4,72060-21-0,,,,,,,,
DB00173,Adenine,73-24-5,190.0,190,73-24-5,,,,,,,,,,
DB00174,Asparagine,70-47-3,6267.0,6267,70-47-3,5794-13-8,,,,,,,,,
DB00175,Pravastatin,81093-37-0,54687.0,54687,81093-37-0,,,,,,,,,,
DB00176,Fluvoxamine,54739-18-3,3404.0,5324346,54739-18-3,,,,,,,,,,
DB00177,Valsartan,137862-53-4,60846.0,60846,137862-53-4,,,,,,,,,,
DB00178,Ramipril,87333-19-5,5362129.0,5362129,87333-19-5,,,,,,,,,,
DB00179,Masoprocol,27686-84-6,71398.0,71398,27686-84-6,,,,,,,,,,
DB00180,Flunisolide,3385-03-3,82153.0,82153,3385-03-3,,,,,,,,,,
DB00181,Baclofen,1134-47-0,2284.0,2284,1134-47-0,,,,,,,,,,
DB00182,Amphetamine,300-62-9,3007.0,3007,300-62-9,51-64-9,60-15-1,,,,,,,,
DB00183,Pentagastrin,5534-95-2,9853654.0,9853654,5534-95-2,,,,,,,,,,
DB00184,Nicotine,54-11-5,89594.0,89594,54-11-5,96055-45-7,104062-50-2,,,,,,,,
DB00185,Cevimeline,107233-08-9,25137844.0,25137844,107233-08-9,,,,,,,,,,
DB00186,Lorazepam,846-49-1,3958.0,3958,846-49-1,,,,,,,,,,
DB00187,Esmolol,81147-92-4,59768.0,59768,81147-92-4,103598-03-4,,,,,,,,,
DB00188,Bortezomib,179324-69-7,387447.0,387447,179324-69-7,,,,,,,,,,
DB00189,Ethchlorvynol,113-18-8,5281077.0,5281077,113-18-8,,,,,,,,,,
DB00190,Carbidopa,28860-95-9,34359.0,34359,28860-95-9,38821-49-7,,,,,,,,,
DB00191,Phentermine,122-09-8,4771.0,4771,122-09-8,,,,,,,,,,
DB00192,Indecainide,74517-78-5,52195.0,52195,74517-78-5,,,,,,,,,,
DB00193,Tramadol,27203-92-5,33741.0,33741,123154-38-1,27203-92-5,,,,,,,,,
DB00194,Vidarabine,24356-66-9,21704.0,21704,5536-17-4,24356-66-9,,,,,,,,,
DB00195,Betaxolol,63659-18-7,2369.0,2369,63659-18-7,,,,,,,,,,
DB00196,Fluconazole,86386-73-4,3365.0,3365,86386-73-4,,,,,,,,,,
DB00197,Troglitazone,97322-87-7,5591.0,5591,97322-87-7,,,,,,,,,,
DB00198,Oseltamivir,196618-13-0,65028.0,65028,196618-13-0,204255-11-8,,,,,,,,,
DB00199,Erythromycin,114-07-8,12560.0,12560,114-07-8,41033-54-9,82343-12-2,215031-94-0,7540-22-9,,,,,,
DB00200,Hydroxocobalamin,13422-51-0,70678542.0,70678542,13422-51-0,,,,,,,,,,
DB00201,Caffeine,58-08-2,2519.0,2519,58-08-2,,,,,,,,,,
DB00202,Succinylcholine,306-40-1,5314.0,5314,306-40-1,71-27-2,,,,,,,,,
DB00203,Sildenafil,139755-83-2,5212.0,135398744,139755-83-2,,,,,,,,,,
DB00204,Dofetilide,115256-11-6,71329.0,71329,115256-11-6,,,,,,,,,,
DB00205,Pyrimethamine,58-14-0,4993.0,4993,58-14-0,,,,,,,,,,
DB00206,Reserpine,50-55-5,5770.0,5770,50-55-5,,,,,,,,,,
DB00207,Azithromycin,83905-01-5,447043.0,447043,83905-01-5,,,,,,,,,,
DB00208,Ticlopidine,55142-85-3,5472.0,5472,55142-85-3,,,,,,,,,,
DB00209,Trospium,47608-32-2,5284632.0,5284632,47608-32-2,,,,,,,,,,
DB00210,Adapalene,106685-40-9,60164.0,60164,106685-40-9,,,,,,,,,,
DB00211,Midodrine,42794-76-3,4195.0,4195,42794-76-3,133163-28-7,,,,,,,,,
DB00213,Pantoprazole,102625-70-7,4679.0,4679,102625-70-7,,,,,,,,,,
DB00214,Torasemide,56211-40-6,41781.0,41781,56211-40-6,,,,,,,,,,
DB00215,Citalopram,59729-33-8,2771.0,2771,59729-33-8,,,,,,,,,,
DB00216,Eletriptan,143322-58-1,77993.0,77993,143322-58-1,,,,,,,,,,
DB00217,Bethanidine,55-73-2,2368.0,2368,55-73-2,114-85-2,,,,,,,,,
DB00218,Moxifloxacin,151096-09-2,152946.0,152946,151096-09-2,354812-41-2,,,,,,,,,
DB00219,Oxyphenonium,14214-84-7,5749.0,5749,14214-84-7,1407-05-2,50-10-2,,,,,,,,
DB00220,Nelfinavir,159989-64-7,64143.0,64143,159989-64-7,,,,,,,,,,
DB00221,Isoetharine,79490-84-9,3762.0,3762,530-08-5,79490-84-9,,,,,,,,,
DB00222,Glimepiride,93479-97-1,3476.0,3476,261361-60-8,93479-97-1,684286-46-2,,,,,,,,
DB00223,Diflorasone,2557-49-5,71415.0,71415,2557-49-5,,,,,,,,,,
DB00224,Indinavir,150378-17-9,5362440.0,5362440,150378-17-9,,,,,,,,,,
DB00225,Gadodiamide,131410-48-5,24847884.0,24847884,131410-48-5,,,,,,,,,,
DB00226,Guanadrel,40580-59-4,38521.0,38521,40580-59-4,,,,,,,,,,
DB00227,Lovastatin,75330-75-5,53232.0,53232,75330-75-5,,,,,,,,,,
DB00228,Enflurane,13838-16-9,3226.0,3226,13838-16-9,,,,,,,,,,
DB00229,Cefotiam,61622-34-2,43708.0,43708,61622-34-2,66309-69-1,,,,,,,,,
DB00230,Pregabalin,148553-50-8,5486971.0,5486971,148553-50-8,,,,,,,,,,
DB00231,Temazepam,846-50-4,5391.0,5391,846-50-4,,,,,,,,,,
DB00233,Aminosalicylic acid,65-49-6,4649.0,4649,65-49-6,133-09-5,6018-19-5,,,,,,,,
DB00234,Reboxetine,71620-89-8,127151.0,127151,71620-89-8,105017-38-7,98769-81-4,,,,,,,,
DB00235,Milrinone,78415-72-2,4197.0,4197,78415-72-2,,,,,,,,,,
DB00236,Pipobroman,54-91-1,4842.0,4842,54-91-1,,,,,,,,,,
DB00237,Butabarbital,125-40-6,2479.0,2479,125-40-6,,,,,,,,,,
DB00238,Nevirapine,129618-40-2,4463.0,4463,129618-40-2,,,,,,,,,,
DB00239,Oxiconazole,64211-45-6,5353853.0,5353853,64211-45-6,,,,,,,,,,
DB00240,Alclometasone,67452-97-5,5311000.0,5311000,67452-97-5,66734-13-2,,,,,,,,,
DB00241,Butalbital,77-26-9,2481.0,2481,77-26-9,,,,,,,,,,
DB00242,Cladribine,4291-63-8,20279.0,20279,4291-63-8,,,,,,,,,,
DB00243,Ranolazine,95635-55-5,56959.0,56959,95635-55-5,142387-99-3,,,,,,,,,
DB00244,Mesalazine,89-57-6,4075.0,4075,89-57-6,51481-17-5,,,,,,,,,
DB00245,Benzatropine,86-13-5,1201549.0,1201549,86-13-5,,,,,,,,,,
DB00246,Ziprasidone,146939-27-7,60854.0,60854,146939-27-7,,,,,,,,,,
DB00247,Methysergide,361-37-5,6540428.0,6540428,361-37-5,,,,,,,,,,
DB00248,Cabergoline,81409-90-7,54746.0,54746,81409-90-7,,,,,,,,,,
DB00249,Idoxuridine,54-42-2,5905.0,5905,54-42-2,,,,,,,,,,
DB00250,Dapsone,80-08-0,2955.0,2955,80-08-0,,,,,,,,,,
DB00251,Terconazole,67915-31-5,441383.0,441383,67915-31-5,,,,,,,,,,
DB00252,Phenytoin,57-41-0,1775.0,1775,57-41-0,630-93-3,,,,,,,,,
DB00253,Medrysone,2668-66-8,247839.0,247839,2668-66-8,,,,,,,,,,
DB00254,Doxycycline,564-25-0,54671203.0,54671203,564-25-0,6543-77-7,24390-14-5,,,,,,,,
DB00255,Diethylstilbestrol,56-53-1,3054.0,448537,56-53-1,6898-97-1,22610-99-7,,,,,,,,
DB00256,Lymecycline,992-21-2,54707177.0,54707177,992-21-2,,,,,,,,,,
DB00257,Clotrimazole,23593-75-1,2812.0,2812,23593-75-1,,,,,,,,,,
DB00258,Calcium acetate,62-54-4,6116.0,6116,62-54-4,,,,,,,,,,
DB00259,Sulfanilamide,63-74-1,5333.0,5333,63-74-1,10103-15-8,,,,,,,,,
DB00260,Cycloserine,68-41-7,6234.0,6234,68-41-7,,,,,,,,,,
DB00261,Anagrelide,68475-42-3,2182.0,135409400,68475-42-3,,,,,,,,,,
DB00262,Carmustine,154-93-8,2578.0,2578,154-93-8,,,,,,,,,,
DB00263,Sulfisoxazole,127-69-5,5344.0,5344,127-69-5,,,,,,,,,,
DB00264,Metoprolol,51384-51-1,4171.0,4171,51384-51-1,37350-58-6,,,,,,,,,
DB00265,Crotamiton,483-63-6,2883.0,2883,483-63-6,,,,,,,,,,
DB00266,Dicoumarol,66-76-2,54676038.0,54676038,66-76-2,,,,,,,,,,
DB00267,Cefmenoxime,65085-01-0,9570757.0,9570757,65085-01-0,75738-58-8,,,,,,,,,
DB00268,Ropinirole,91374-21-9,5095.0,5095,91374-21-9,,,,,,,,,,
DB00270,Isradipine,75695-93-1,3784.0,3784,75695-93-1,,,,,,,,,,
DB00271,Diatrizoate,117-96-4,2140.0,2140,117-96-4,50978-11-5,51819-38-6,,,,,,,,
DB00272,Betazole,105-20-4,7741.0,7741,105-20-4,,,,,,,,,,
DB00273,Topiramate,97240-79-4,5284627.0,5284627,97240-79-4,,,,,,,,,,
DB00274,Cefmetazole,56796-20-4,42008.0,42008,56796-20-4,,,,,,,,,,
DB00275,Olmesartan,144689-24-7,158781.0,158781,144689-24-7,144689-63-4,,,,,,,,,
DB00276,Amsacrine,51264-14-3,2179.0,2179,51264-14-3,,,,,,,,,,
DB00277,Theophylline,58-55-9,2153.0,2153,58-55-9,5967-84-0,8061-56-1,,,,,,,,
DB00278,Argatroban,74863-84-6,152951.0,92722,74863-84-6,121785-71-5,141396-28-3,,,,,,,,
DB00279,Liothyronine,6893-02-3,5920.0,5920,15785-49-6,6893-02-3,5714-08-9,,,,,,,,
DB00280,Disopyramide,3737-09-5,3114.0,3114,3737-09-5,,,,,,,,,,
DB00281,Lidocaine,137-58-6,3676.0,3676,137-58-6,,,,,,,,,,
DB00282,Pamidronic acid,40391-99-9,4674.0,4674,40391-99-9,57248-88-1,109552-15-0,,,,,,,,
DB00283,Clemastine,15686-51-8,26987.0,26987,15686-51-8,,,,,,,,,,
DB00284,Acarbose,56180-94-0,9811704.0,9811704,56180-94-0,,,,,,,,,,
DB00285,Venlafaxine,93413-69-5,5656.0,5656,93413-69-5,,,,,,,,,,
DB00287,Travoprost,157283-68-6,5282226.0,5282226,157283-68-6,,,,,,,,,,
DB00288,Amcinonide,51022-69-6,443958.0,443958,51022-69-6,,,,,,,,,,
DB00289,Atomoxetine,83015-26-3,54841.0,54841,83015-26-3,82248-59-7,,,,,,,,,
DB00290,Bleomycin,11056-06-7,5360373.0,5360373,11056-06-7,,,,,,,,,,
DB00291,Chlorambucil,305-03-3,2708.0,2708,305-03-3,,,,,,,,,,
DB00292,Etomidate,33125-97-2,667484.0,667484,33125-97-2,,,,,,,,,,
DB00293,Raltitrexed,112887-68-0,104758.0,135400182,112887-68-0,,,,,,,,,,
DB00294,Etonogestrel,54048-10-1,6917715.0,6917715,54048-10-1,,,,,,,,,,
DB00295,Morphine,57-27-2,5288826.0,5288826,57-27-2,64-31-3,6211-15-0,,,,,,,,
DB00296,Ropivacaine,84057-95-4,175805.0,175805,84057-95-4,98717-15-8,,,,,,,,,
DB00297,Bupivacaine,38396-39-3,2474.0,2474,38396-39-3,2180-92-9,,,,,,,,,
DB00298,Dapiprazole,72822-12-9,3033538.0,3033538,72822-12-9,,,,,,,,,,
DB00299,Penciclovir,39809-25-1,4725.0,135398748,39809-25-1,,,,,,,,,,
DB00300,Tenofovir disoproxil,201341-05-1,5481350.0,5481350,201341-05-1,202138-50-9,,,,,,,,,
DB00301,Flucloxacillin,5250-39-5,21319.0,21319,5250-39-5,1847-24-1,,,,,,,,,
DB00302,Tranexamic acid,1197-18-8,5526.0,5526,701-54-2,1197-17-7,1197-18-8,,,,,,,,
DB00303,Ertapenem,153832-46-3,150610.0,150610,153832-46-3,,,,,,,,,,
DB00304,Desogestrel,54024-22-5,40973.0,40973,54024-22-5,,,,,,,,,,
DB00305,Mitomycin,50-07-7,5746.0,5746,50-07-7,1404-00-8,,,,,,,,,
DB00306,Talbutal,115-44-6,8275.0,8275,115-44-6,,,,,,,,,,
DB00307,Bexarotene,153559-49-0,82146.0,82146,153559-49-0,,,,,,,,,,
DB00308,Ibutilide,122647-31-8,60753.0,60753,122647-31-8,130350-52-6,122647-32-9,,,,,,,,
DB00309,Vindesine,53643-48-4,40839.0,11643449,53643-48-4,,,,,,,,,,
DB00310,Chlorthalidone,77-36-1,2732.0,2732,77-36-1,,,,,,,,,,
DB00312,Pentobarbital,76-74-4,4737.0,4737,76-74-4,5767-32-8,7563-42-0,24876-35-5,,,,,,,
DB00313,Valproic acid,99-66-1,3121.0,3121,99-66-1,,,,,,,,,,
DB00314,Capreomycin,11003-38-6,3000502.0,135483770,11003-38-6,,,,,,,,,,
DB00315,Zolmitriptan,139264-17-8,60857.0,60857,139264-17-8,,,,,,,,,,
DB00316,Acetaminophen,103-90-2,1983.0,1983,103-90-2,,,,,,,,,,
DB00317,Gefitinib,184475-35-2,123631.0,123631,184475-35-2,,,,,,,,,,
DB00318,Codeine,76-57-3,5284371.0,5284371,76-57-3,,,,,,,,,,
DB00319,Piperacillin,66258-76-2,43672.0,43672,61477-96-1,59703-84-3,66258-76-2,,,,,,,,
DB00320,Dihydroergotamine,511-12-6,10531.0,10531,511-12-6,6190-39-2,,,,,,,,,
DB00321,Amitriptyline,50-48-6,2160.0,2160,50-48-6,,,,,,,,,,
DB00322,Floxuridine,50-91-9,5790.0,5790,50-91-9,,,,,,,,,,
DB00323,Tolcapone,134308-13-7,4659569.0,4659569,134308-13-7,,,,,,,,,,
DB00324,Fluorometholone,426-13-1,9878.0,9878,426-13-1,,,,,,,,,,
DB00325,Nitroprusside,15078-28-1,11963622.0,11963622,15078-28-1,,,,,,,,,,
DB00326,Calcium glucoheptonate,29039-00-7,62859.0,62859,29039-00-7,17140-60-2,,,,,,,,,
DB00327,Hydromorphone,466-99-9,5284570.0,5284570,466-99-9,,,,,,,,,,
DB00328,Indomethacin,53-86-1,3715.0,3715,53-86-1,,,,,,,,,,
DB00330,Ethambutol,74-55-5,14052.0,14052,74-55-5,,,,,,,,,,
DB00331,Metformin,657-24-9,4091.0,4091,657-24-9,1115-70-4,,,,,,,,,
DB00332,Ipratropium,60205-81-4,657308.0,657309,60205-81-4,,,,,,,,,,
DB00333,Methadone,76-99-3,4095.0,4095,76-99-3,,,,,,,,,,
DB00334,Olanzapine,132539-06-1,4585.0,135398745,132539-06-1,,,,,,,,,,
DB00335,Atenolol,29122-68-7,2249.0,2249,29122-68-7,60966-51-0,,,,,,,,,
DB00336,Nitrofural,59-87-0,5447130.0,5447130,59-87-0,,,,,,,,,,
DB00337,Pimecrolimus,137071-32-0,6509979.0,6509979,137071-32-0,,,,,,,,,,
DB00338,Omeprazole,73590-58-6,4594.0,4594,73590-58-6,119141-88-7,161796-78-7,,,,,,,,
DB00339,Pyrazinamide,98-96-4,1046.0,1046,98-96-4,,,,,,,,,,
DB00340,Metixene,4969-02-2,4167.0,4167,4969-02-2,,,,,,,,,,
DB00341,Cetirizine,83881-51-0,2678.0,2678,83881-51-0,,,,,,,,,,
DB00342,Terfenadine,50679-08-8,5405.0,5405,50679-08-8,,,,,,,,,,
DB00343,Diltiazem,42399-41-7,39186.0,39186,56209-45-1,42399-41-7,,,,,,,,,
DB00344,Protriptyline,438-60-8,4976.0,4976,438-60-8,,,,,,,,,,
DB00345,Aminohippuric acid,61-78-9,2148.0,2148,61-78-9,94-16-6,,,,,,,,,
DB00346,Alfuzosin,81403-80-7,2092.0,2092,81403-80-7,,,,,,,,,,
DB00347,Trimethadione,127-48-0,5576.0,5576,127-48-0,,,,,,,,,,
DB00348,Nitisinone,104206-65-7,115355.0,115355,104206-65-7,,,,,,,,,,
DB00349,Clobazam,22316-47-8,2789.0,2789,22316-47-8,,,,,,,,,,
DB00350,Minoxidil,38304-91-5,4201.0,4201,38304-91-5,,,,,,,,,,
DB00351,Megestrol acetate,595-33-5,11683.0,11683,595-33-5,,,,,,,,,,
DB00352,Tioguanine,154-42-7,2723601.0,2723601,154-42-7,,,,,,,,,,
DB00353,Methylergometrine,113-42-8,8226.0,8226,113-42-8,57432-61-8,,,,,,,,,
DB00354,Buclizine,82-95-1,6729.0,6729,82-95-1,163837-51-2,163837-52-3,,,,,,,,
DB00355,Aztreonam,78110-38-0,9568617.0,135398736,78110-38-0,,,,,,,,,,
DB00356,Chlorzoxazone,95-25-0,2733.0,2733,95-25-0,,,,,,,,,,
DB00357,Aminoglutethimide,125-84-8,2145.0,2145,125-84-8,55511-44-9,57288-03-6,,,,,,,,
DB00358,Mefloquine,53230-10-7,4046.0,4046,49752-90-1,53230-10-7,,,,,,,,,
DB00359,Sulfadiazine,68-35-9,5215.0,5215,68-35-9,,,,,,,,,,
DB00360,Sapropterin,62989-33-7,44257.0,135398654,62989-33-7,17528-72-2,103130-44-5,,,,,,,,
DB00361,Vinorelbine,71486-22-1,44424639.0,5311497,71486-22-1,,,,,,,,,,
DB00362,Anidulafungin,166663-25-8,166548.0,166548,166663-25-8,,,,,,,,,,
DB00363,Clozapine,5786-21-0,2818.0,135398737,5786-21-0,,,,,,,,,,
DB00364,Sucralfate,54182-58-0,70789197.0,121494085,54182-58-0,,,,,,,,,,
DB00365,Grepafloxacin,119914-60-2,72474.0,72474,119914-60-2,,,,,,,,,,
DB00366,Doxylamine,469-21-6,3162.0,3162,469-21-6,76210-47-4,562-10-7,,,,,,,,
DB00367,Levonorgestrel,797-63-7,13109.0,13109,797-63-7,6533-00-2,,,,,,,,,
DB00368,Norepinephrine,51-41-2,439260.0,439260,51-41-2,,,,,,,,,,
DB00369,Cidofovir,113852-37-2,60613.0,60613,113852-37-2,149394-66-1,,,,,,,,,
DB00370,Mirtazapine,85650-52-8,4205.0,4205,85650-52-8,61337-67-5,,,,,,,,,
DB00371,Meprobamate,57-53-4,4064.0,4064,57-53-4,,,,,,,,,,
DB00372,Thiethylperazine,1420-55-9,5440.0,5440,1420-55-9,1179-69-7,,,,,,,,,
DB00373,Timolol,26839-75-8,33624.0,33624,26839-75-8,91524-16-2,,,,,,,,,
DB00374,Treprostinil,81846-19-7,6918140.0,6918140,81846-19-7,,,,,,,,,,
DB00376,Trihexyphenidyl,144-11-6,5572.0,5572,144-11-6,,,,,,,,,,
DB00377,Palonosetron,135729-56-5,6337614.0,6337614,135729-61-2,135729-56-5,,,,,,,,,
DB00378,Dydrogesterone,152-62-5,9051.0,9051,152-62-5,,,,,,,,,,
DB00379,Mexiletine,31828-71-4,4178.0,4178,31828-71-4,,,,,,,,,,
DB00380,Dexrazoxane,24584-09-6,71384.0,71384,24584-09-6,,,,,,,,,,
DB00381,Amlodipine,88150-42-9,2162.0,2162,88150-42-9,,,,,,,,,,
DB00382,Tacrine,321-64-2,1935.0,1935,321-64-2,,,,,,,,,,
DB00383,Oxyphencyclimine,125-53-1,4642.0,4642,125-53-1,,,,,,,,,,
DB00384,Triamterene,396-01-0,5546.0,5546,396-01-0,,,,,,,,,,
DB00385,Valrubicin,56124-62-0,454216.0,454216,56124-62-0,,,,,,,,,,
DB00387,Procyclidine,77-37-2,4919.0,4919,77-37-2,,,,,,,,,,
DB00388,Phenylephrine,59-42-7,6041.0,6041,59-42-7,614-03-9,1416-03-1,,,,,,,,
DB00389,Carbimazole,22232-54-8,31072.0,31072,22232-54-8,,,,,,,,,,
DB00390,Digoxin,20830-75-5,2724385.0,2724385,20830-75-5,,,,,,,,,,
DB00391,Sulpiride,15676-16-1,5355.0,5355,15676-16-1,,,,,,,,,,
DB00392,Profenamine,522-00-9,3290.0,3290,522-00-9,1094-08-2,,,,,,,,,
DB00393,Nimodipine,66085-59-4,4497.0,4497,66085-59-4,,,,,,,,,,
